id,city,timestamp,temperature,humidity,wind_speed,pm10,pm2_5,nitrogen_dioxide,ozone,hour,day,month,weekday
2342,Bengaluru,2025-11-23 02:11:58.211278+05:30,21.0,88.0,2.888888888888889,8.75,8.65,16.25,51.0,2,23,11,Sunday
2343,Bhopal,2025-11-23 02:11:58.587073+05:30,15.0,77.0,1.0,87.25,82.85,25.95,80.0,2,23,11,Sunday
2344,Chennai,2025-11-23 02:11:58.237239+05:30,27.3,89.0,3.5,8.85,6.85,9.75,60.0,2,23,11,Sunday
2345,Dehradun,2025-11-23 02:11:58.629083+05:30,10.3,64.0,2.1944444444444446,101.85,99.15,38.35,91.0,2,23,11,Sunday
2346,Delhi,2025-11-23 02:11:58.196945+05:30,15.0,82.0,1.5,209.05,206.65,104.25,23.0,2,23,11,Sunday
2347,Hyderabad,2025-11-23 02:11:58.223795+05:30,19.3,94.0,1.6944444444444442,27.05,26.65,21.95,73.0,2,23,11,Sunday
2348,Indore,2025-11-23 02:11:58.455536+05:30,16.4,77.0,1.611111111111111,109.55,103.25,48.35,65.0,2,23,11,Sunday
2349,Jaipur,2025-11-23 02:11:58.507943+05:30,16.0,68.0,2.694444444444444,96.35,93.75,56.05,51.0,2,23,11,Sunday
2350,Kolkata,2025-11-23 02:11:58.244381+05:30,20.2,83.0,2.111111111111111,205.25,202.95,71.35,54.0,2,23,11,Sunday
2351,Lucknow,2025-11-23 02:11:58.433681+05:30,15.3,100.0,1.6944444444444442,147.95,143.35,51.45,44.0,2,23,11,Sunday
2352,Mumbai,2025-11-23 02:11:58.190886+05:30,27.4,62.0,2.1944444444444446,70.05,69.35,30.05,163.0,2,23,11,Sunday
2353,Patna,2025-11-23 02:11:58.447955+05:30,18.1,88.0,1.6944444444444442,134.45,132.15,48.55,41.0,2,23,11,Sunday
2354,Pune,2025-11-23 02:11:58.392006+05:30,20.7,62.0,1.3055555555555556,42.25,41.75,52.75,37.0,2,23,11,Sunday
2355,Surat,2025-11-23 02:11:58.592410+05:30,22.7,44.0,2.694444444444444,94.65,93.05,43.15,84.0,2,23,11,Sunday
2356,Ahmedabad,2025-11-23 03:09:48.830843+05:30,17.2,83.0,2.611111111111111,89.35,85.65,36.25,54.0,3,23,11,Sunday
2357,Bengaluru,2025-11-23 03:09:48.643348+05:30,20.2,94.0,2.694444444444444,8.05,7.85,13.55,53.0,3,23,11,Sunday
2358,Bhopal,2025-11-23 03:09:49.036333+05:30,14.0,88.0,1.3055555555555556,86.95,82.55,24.85,76.0,3,23,11,Sunday
2359,Chennai,2025-11-23 03:09:48.621011+05:30,27.1,89.0,3.3888888888888884,8.95,6.95,8.85,60.0,3,23,11,Sunday
2360,Dehradun,2025-11-23 03:09:49.050503+05:30,10.1,63.0,2.111111111111111,101.65,98.85,41.95,71.0,3,23,11,Sunday
2361,Delhi,2025-11-23 03:09:48.639199+05:30,15.3,82.0,1.5,215.05,212.75,99.25,20.0,3,23,11,Sunday
2362,Hyderabad,2025-11-23 03:09:48.623634+05:30,20.1,88.0,1.611111111111111,26.65,26.25,20.05,73.0,3,23,11,Sunday
2363,Indore,2025-11-23 03:09:48.877396+05:30,16.2,77.0,1.805555555555556,110.95,104.95,44.85,65.0,3,23,11,Sunday
2364,Jaipur,2025-11-23 03:09:48.866410+05:30,15.1,72.0,2.694444444444444,98.65,96.05,57.55,46.0,3,23,11,Sunday
2365,Kolkata,2025-11-23 03:09:48.645700+05:30,20.1,83.0,1.8888888888888888,217.35,214.55,74.55,45.0,3,23,11,Sunday
2366,Lucknow,2025-11-23 03:09:48.864380+05:30,15.3,100.0,1.5,154.05,149.35,52.75,37.0,3,23,11,Sunday
2367,Mumbai,2025-11-23 03:09:48.647751+05:30,28.1,58.0,2.111111111111111,72.75,72.35,33.45,138.0,3,23,11,Sunday
2368,Patna,2025-11-23 03:09:48.876048+05:30,17.3,94.0,1.6944444444444442,137.75,135.45,46.55,38.0,3,23,11,Sunday
2369,Pune,2025-11-23 03:09:48.838906+05:30,20.5,62.0,1.5,47.15,46.75,54.85,32.0,3,23,11,Sunday
2370,Surat,2025-11-23 03:09:49.041459+05:30,22.3,45.0,2.805555555555556,95.65,93.55,40.05,78.0,3,23,11,Sunday
2371,Ahmedabad,2025-11-23 04:12:13.352072+05:30,17.2,83.0,2.694444444444444,86.55,83.25,31.85,56.0,4,23,11,Sunday
2372,Bengaluru,2025-11-23 04:12:13.099763+05:30,20.1,88.0,2.388888888888889,7.75,7.65,11.15,54.0,4,23,11,Sunday
2373,Bhopal,2025-11-23 04:12:13.529641+05:30,15.3,77.0,1.5,85.85,81.15,23.15,73.0,4,23,11,Sunday
2374,Chennai,2025-11-23 04:12:13.091383+05:30,27.2,94.0,3.5,8.05,6.25,7.85,61.0,4,23,11,Sunday
2375,Dehradun,2025-11-23 04:12:13.561739+05:30,10.0,62.0,2.1944444444444446,95.65,93.05,43.85,53.0,4,23,11,Sunday
2376,Delhi,2025-11-23 04:12:13.085684+05:30,14.2,82.0,1.3055555555555556,213.15,211.35,92.75,19.0,4,23,11,Sunday
2377,Hyderabad,2025-11-23 04:12:13.094257+05:30,20.0,88.0,1.611111111111111,26.65,26.15,18.05,75.0,4,23,11,Sunday
2378,Indore,2025-11-23 04:12:13.356301+05:30,16.3,82.0,1.611111111111111,110.25,104.45,40.75,65.0,4,23,11,Sunday
2379,Jaipur,2025-11-23 04:12:13.348996+05:30,15.2,72.0,2.611111111111111,96.05,93.55,56.85,41.0,4,23,11,Sunday
2380,Kolkata,2025-11-23 04:12:13.109897+05:30,19.2,88.0,1.6944444444444442,222.05,219.25,75.65,39.0,4,23,11,Sunday
2381,Lucknow,2025-11-23 04:12:13.465097+05:30,15.1,100.0,1.3888888888888888,156.35,151.75,52.85,32.0,4,23,11,Sunday
2382,Mumbai,2025-11-23 04:12:13.088971+05:30,26.3,70.0,2.305555555555556,73.25,72.75,35.55,118.0,4,23,11,Sunday
2383,Patna,2025-11-23 04:12:13.491512+05:30,17.3,88.0,1.805555555555556,137.25,134.95,43.75,37.0,4,23,11,Sunday
2384,Pune,2025-11-23 04:12:13.331480+05:30,20.0,62.0,1.611111111111111,51.25,50.65,54.75,30.0,4,23,11,Sunday
2385,Surat,2025-11-23 04:12:13.566995+05:30,22.0,45.0,2.694444444444444,95.35,93.05,37.95,71.0,4,23,11,Sunday
2386,Ahmedabad,2025-11-23 05:10:33.274367+05:30,16.2,82.0,2.694444444444444,80.95,78.15,28.45,55.0,5,23,11,Sunday
2387,Bengaluru,2025-11-23 05:10:33.053359+05:30,20.3,94.0,2.611111111111111,7.45,7.25,9.15,54.0,5,23,11,Sunday
2388,Bhopal,2025-11-23 05:10:33.455440+05:30,14.1,88.0,1.611111111111111,84.25,79.35,20.85,71.0,5,23,11,Sunday
2389,Chennai,2025-11-23 05:10:33.051332+05:30,26.3,94.0,3.5,7.55,5.85,6.75,62.0,5,23,11,Sunday
2390,Dehradun,2025-11-23 05:10:33.469004+05:30,9.9,60.0,2.1944444444444446,86.05,83.75,43.15,39.0,5,23,11,Sunday
2391,Delhi,2025-11-23 05:10:33.058825+05:30,14.0,88.0,1.1111111111111112,205.75,203.85,84.85,21.0,5,23,11,Sunday
2392,Hyderabad,2025-11-23 05:10:33.041577+05:30,19.2,94.0,1.6944444444444442,27.15,26.45,16.45,78.0,5,23,11,Sunday
2393,Indore,2025-11-23 05:10:33.283715+05:30,14.4,88.0,1.6944444444444442,107.25,101.65,36.75,65.0,5,23,11,Sunday
2394,Jaipur,2025-11-23 05:10:33.276321+05:30,14.0,77.0,2.388888888888889,91.15,88.65,53.05,36.0,5,23,11,Sunday
2395,Kolkata,2025-11-23 05:10:33.068822+05:30,20.4,94.0,1.3888888888888888,224.35,221.55,73.65,35.0,5,23,11,Sunday
2396,Lucknow,2025-11-23 05:10:33.281170+05:30,15.3,100.0,1.3055555555555556,156.35,151.75,51.55,29.0,5,23,11,Sunday
2397,Mumbai,2025-11-23 05:10:33.066159+05:30,26.0,70.0,2.305555555555556,72.35,72.05,35.45,103.0,5,23,11,Sunday
2398,Patna,2025-11-23 05:10:33.299083+05:30,17.0,100.0,1.805555555555556,136.85,134.05,40.05,37.0,5,23,11,Sunday
2399,Pune,2025-11-23 05:10:33.261991+05:30,19.8,63.0,1.1944444444444444,52.85,52.45,52.05,29.0,5,23,11,Sunday
2400,Surat,2025-11-23 05:10:33.466894+05:30,21.7,46.0,2.694444444444444,93.55,90.95,37.15,62.0,5,23,11,Sunday
2401,Ahmedabad,2025-11-23 08:04:46.191240+05:30,16.1,77.0,3.194444444444444,67.95,65.55,20.05,50.0,8,23,11,Sunday
2402,Bengaluru,2025-11-23 08:04:45.992575+05:30,21.2,88.0,4.388888888888889,6.75,6.55,6.85,50.0,8,23,11,Sunday
2403,Bhopal,2025-11-23 08:04:46.376490+05:30,12.1,100.0,2.0,79.05,74.45,13.75,70.0,8,23,11,Sunday
2404,Chennai,2025-11-23 08:04:46.039661+05:30,26.3,94.0,4.888888888888889,7.55,5.65,4.05,66.0,8,23,11,Sunday
2405,Dehradun,2025-11-23 08:04:46.392141+05:30,15.7,53.0,1.1111111111111112,54.55,53.45,35.85,12.0,8,23,11,Sunday
2406,Delhi,2025-11-23 08:04:45.989389+05:30,12.1,88.0,1.0,177.35,175.95,60.45,31.0,8,23,11,Sunday
2407,Hyderabad,2025-11-23 08:04:46.003902+05:30,21.2,88.0,2.388888888888889,31.85,31.15,12.45,85.0,8,23,11,Sunday
2408,Indore,2025-11-23 08:04:46.246971+05:30,15.4,82.0,2.0,97.25,92.35,25.25,67.0,8,23,11,Sunday
2409,Jaipur,2025-11-23 08:04:46.216309+05:30,13.3,82.0,1.3055555555555556,77.25,74.65,35.85,32.0,8,23,11,Sunday
2410,Kolkata,2025-11-23 08:04:45.985938+05:30,21.1,83.0,2.5,225.75,222.55,65.65,27.0,8,23,11,Sunday
2411,Lucknow,2025-11-23 08:04:46.203472+05:30,13.3,100.0,1.1944444444444444,153.15,148.45,44.55,27.0,8,23,11,Sunday
2412,Mumbai,2025-11-23 08:04:45.959563+05:30,26.3,70.0,2.0,67.65,67.65,32.35,76.0,8,23,11,Sunday
2413,Patna,2025-11-23 08:04:46.210101+05:30,18.2,83.0,2.305555555555556,132.65,130.35,30.05,38.0,8,23,11,Sunday
2414,Pune,2025-11-23 08:04:46.146852+05:30,22.8,64.0,2.305555555555556,45.25,44.75,34.35,35.0,8,23,11,Sunday
2415,Surat,2025-11-23 08:04:46.375175+05:30,22.4,49.0,3.0,86.25,84.25,39.45,36.0,8,23,11,Sunday
2416,Ahmedabad,2025-11-23 09:39:40.449653+05:30,20.4,56.0,3.6944444444444446,64.65,62.05,18.25,49.0,9,23,11,Sunday
2417,Bengaluru,2025-11-23 09:39:40.217875+05:30,21.3,88.0,4.805555555555555,6.85,6.65,7.85,46.0,9,23,11,Sunday
2418,Bhopal,2025-11-23 09:39:40.625958+05:30,19.2,60.0,2.5,78.15,73.45,12.25,69.0,9,23,11,Sunday
2419,Chennai,2025-11-23 09:39:40.246115+05:30,28.0,94.0,5.194444444444444,7.35,5.45,3.75,66.0,9,23,11,Sunday
2420,Dehradun,2025-11-23 09:39:40.744974+05:30,18.4,46.0,1.0,46.15,45.05,33.35,7.0,9,23,11,Sunday
2421,Delhi,2025-11-23 09:39:40.248379+05:30,17.3,72.0,1.0,173.15,172.25,54.95,32.0,9,23,11,Sunday
2422,Hyderabad,2025-11-23 09:39:40.295834+05:30,25.3,69.0,2.611111111111111,32.65,31.85,11.85,82.0,9,23,11,Sunday
2423,Indore,2025-11-23 09:39:40.498732+05:30,21.3,60.0,2.694444444444444,93.75,89.05,22.75,67.0,9,23,11,Sunday
2424,Jaipur,2025-11-23 09:39:40.473210+05:30,18.4,64.0,1.3055555555555556,75.85,73.25,30.65,36.0,9,23,11,Sunday
2425,Kolkata,2025-11-23 09:39:40.242429+05:30,24.1,65.0,2.805555555555556,223.95,220.65,65.75,20.0,9,23,11,Sunday
2426,Lucknow,2025-11-23 09:39:40.472027+05:30,19.1,88.0,1.5,151.25,146.65,42.85,26.0,9,23,11,Sunday
2427,Mumbai,2025-11-23 09:39:40.251577+05:30,28.2,62.0,1.805555555555556,66.75,66.75,31.95,68.0,9,23,11,Sunday
2428,Patna,2025-11-23 09:39:40.468196+05:30,20.0,78.0,2.5,132.65,130.35,29.15,36.0,9,23,11,Sunday
2429,Pune,2025-11-23 09:39:40.429055+05:30,24.9,59.0,2.805555555555556,40.05,39.75,26.55,38.0,9,23,11,Sunday
2430,Surat,2025-11-23 09:39:40.644067+05:30,24.6,44.0,3.194444444444444,84.45,82.35,41.55,31.0,9,23,11,Sunday
2431,Ahmedabad,2025-11-23 10:22:22.094031+05:30,23.1,47.0,3.611111111111111,61.65,59.25,17.05,50.0,10,23,11,Sunday
2432,Bengaluru,2025-11-23 10:22:21.871064+05:30,22.3,88.0,4.805555555555555,7.35,7.15,9.05,44.0,10,23,11,Sunday
2433,Bhopal,2025-11-23 10:22:22.230775+05:30,22.0,50.0,2.694444444444444,77.95,73.25,11.05,69.0,10,23,11,Sunday
2434,Chennai,2025-11-23 10:22:21.868369+05:30,30.3,84.0,5.305555555555556,7.15,5.25,3.85,67.0,10,23,11,Sunday
2435,Dehradun,2025-11-23 10:22:22.294412+05:30,20.0,43.0,1.3888888888888888,39.45,38.55,31.35,5.0,10,23,11,Sunday
2436,Delhi,2025-11-23 10:22:21.851691+05:30,18.1,60.0,1.0,174.05,172.65,53.05,32.0,10,23,11,Sunday
2437,Hyderabad,2025-11-23 10:22:21.895185+05:30,25.2,69.0,3.0,33.35,32.55,11.45,80.0,10,23,11,Sunday
2438,Indore,2025-11-23 10:22:22.149921+05:30,24.4,50.0,2.611111111111111,90.05,85.85,20.95,68.0,10,23,11,Sunday
2439,Jaipur,2025-11-23 10:22:22.083481+05:30,21.3,53.0,1.3888888888888888,76.05,73.25,26.95,40.0,10,23,11,Sunday
2440,Kolkata,2025-11-23 10:22:21.846162+05:30,26.2,54.0,3.1111111111111107,224.85,221.55,63.25,27.0,10,23,11,Sunday
2441,Lucknow,2025-11-23 10:22:22.090987+05:30,21.2,73.0,1.805555555555556,150.35,145.65,40.95,29.0,10,23,11,Sunday
2442,Mumbai,2025-11-23 10:22:21.914953+05:30,31.2,52.0,1.3055555555555556,66.75,66.55,32.65,66.0,10,23,11,Sunday
2443,Patna,2025-11-23 10:22:22.099002+05:30,22.0,69.0,2.694444444444444,134.05,131.25,28.35,38.0,10,23,11,Sunday
2444,Pune,2025-11-23 10:22:22.043767+05:30,26.6,54.0,3.3888888888888884,37.15,36.85,21.15,42.0,10,23,11,Sunday
2445,Surat,2025-11-23 10:22:22.293604+05:30,26.6,41.0,3.0,82.55,80.75,42.75,28.0,10,23,11,Sunday
2446,Ahmedabad,2025-11-23 11:12:47.977884+05:30,24.3,44.0,3.3888888888888884,60.65,58.25,16.95,52.0,11,23,11,Sunday
2447,Bengaluru,2025-11-23 11:12:47.766557+05:30,22.3,88.0,4.611111111111112,9.15,8.95,10.85,44.0,11,23,11,Sunday
2448,Bhopal,2025-11-23 11:12:48.209183+05:30,22.2,50.0,2.388888888888889,79.05,74.45,10.25,70.0,11,23,11,Sunday
2449,Chennai,2025-11-23 11:12:47.754898+05:30,30.0,79.0,5.305555555555556,7.95,5.95,4.55,68.0,11,23,11,Sunday
2450,Dehradun,2025-11-23 11:12:48.205233+05:30,20.9,41.0,2.111111111111111,36.05,35.05,30.95,3.0,11,23,11,Sunday
2451,Delhi,2025-11-23 11:12:48.084559+05:30,20.1,53.0,1.0,184.35,182.95,59.05,24.0,11,23,11,Sunday
2452,Hyderabad,2025-11-23 11:12:47.783568+05:30,26.2,65.0,2.805555555555556,36.75,35.85,11.95,77.0,11,23,11,Sunday
2453,Indore,2025-11-23 11:12:48.196940+05:30,25.3,47.0,2.5,88.65,84.65,20.65,69.0,11,23,11,Sunday
2454,Jaipur,2025-11-23 11:12:47.982829+05:30,22.3,50.0,1.5,78.85,76.05,26.45,42.0,11,23,11,Sunday
2455,Kolkata,2025-11-23 11:12:47.757416+05:30,27.1,48.0,3.3888888888888884,235.05,231.85,55.95,55.0,11,23,11,Sunday
2456,Lucknow,2025-11-23 11:12:48.010344+05:30,22.1,61.0,2.111111111111111,153.55,149.35,39.85,35.0,11,23,11,Sunday
2457,Mumbai,2025-11-23 11:12:47.786001+05:30,31.3,52.0,1.0,65.35,65.15,35.95,67.0,11,23,11,Sunday
2458,Patna,2025-11-23 11:12:47.997148+05:30,23.1,65.0,2.805555555555556,139.65,136.85,28.15,44.0,11,23,11,Sunday
2459,Pune,2025-11-23 11:12:47.980392+05:30,27.8,50.0,3.8055555555555554,37.25,36.85,21.05,43.0,11,23,11,Sunday
2460,Surat,2025-11-23 11:12:48.203530+05:30,28.1,39.0,2.888888888888889,81.15,79.55,42.25,27.0,11,23,11,Sunday
2461,Ahmedabad,2025-11-23 12:19:53.290723+05:30,29.0,24.0,3.194444444444444,63.75,61.15,17.45,55.0,12,23,11,Sunday
2462,Bengaluru,2025-11-23 12:19:53.002218+05:30,24.2,78.0,4.5,9.25,9.05,12.95,45.0,12,23,11,Sunday
2463,Bhopal,2025-11-23 12:19:53.453057+05:30,23.3,47.0,2.0,79.55,75.35,9.85,72.0,12,23,11,Sunday
2464,Chennai,2025-11-23 12:19:53.087428+05:30,30.3,79.0,5.305555555555556,7.65,5.75,5.55,68.0,12,23,11,Sunday
2465,Dehradun,2025-11-23 12:19:53.451103+05:30,21.3,41.0,2.5,36.45,35.65,31.05,5.0,12,23,11,Sunday
2466,Delhi,2025-11-23 12:19:52.996937+05:30,22.2,46.0,1.1944444444444444,207.15,205.75,68.75,15.0,12,23,11,Sunday
2467,Hyderabad,2025-11-23 12:19:53.007026+05:30,27.7,46.0,3.0,37.95,37.15,12.65,75.0,12,23,11,Sunday
2468,Indore,2025-11-23 12:19:53.279913+05:30,27.4,45.0,2.1944444444444446,89.75,86.25,21.05,71.0,12,23,11,Sunday
2469,Jaipur,2025-11-23 12:19:53.324145+05:30,24.3,44.0,1.3888888888888888,84.45,81.65,27.35,44.0,12,23,11,Sunday
2470,Kolkata,2025-11-23 12:19:52.999599+05:30,28.2,42.0,3.611111111111111,228.05,225.25,45.95,96.0,12,23,11,Sunday
2471,Lucknow,2025-11-23 12:19:53.248623+05:30,24.3,54.0,2.5,161.55,157.35,38.65,46.0,12,23,11,Sunday
2472,Mumbai,2025-11-23 12:19:53.010001+05:30,32.1,46.0,1.3055555555555556,65.85,65.55,40.45,73.0,12,23,11,Sunday
2473,Patna,2025-11-23 12:19:53.246243+05:30,25.1,47.0,3.0,141.95,140.05,28.15,55.0,12,23,11,Sunday
2474,Pune,2025-11-23 12:19:53.239962+05:30,28.5,46.0,2.888888888888889,40.55,40.15,23.45,45.0,12,23,11,Sunday
2475,Surat,2025-11-23 12:19:53.453863+05:30,29.2,38.0,2.5,81.45,80.05,40.85,28.0,12,23,11,Sunday
2476,Ahmedabad,2025-11-23 13:09:45.302925+05:30,27.1,37.0,2.805555555555556,65.85,63.45,16.85,64.0,13,23,11,Sunday
2477,Bengaluru,2025-11-23 13:09:45.115909+05:30,25.1,79.0,4.694444444444444,9.35,8.95,13.65,48.0,13,23,11,Sunday
2478,Bhopal,2025-11-23 13:09:45.496775+05:30,25.1,39.0,1.3055555555555556,75.15,71.35,8.85,80.0,13,23,11,Sunday
2479,Chennai,2025-11-23 13:09:45.092967+05:30,30.4,79.0,5.388888888888888,7.55,5.75,6.05,69.0,13,23,11,Sunday
2480,Dehradun,2025-11-23 13:09:45.521381+05:30,21.3,41.0,2.611111111111111,37.75,37.05,28.65,21.0,13,23,11,Sunday
2481,Delhi,2025-11-23 13:09:45.120570+05:30,24.3,41.0,1.611111111111111,220.65,220.15,71.35,25.0,13,23,11,Sunday
2482,Hyderabad,2025-11-23 13:09:45.113269+05:30,27.4,58.0,3.0,21.65,20.65,12.35,77.0,13,23,11,Sunday
2483,Indore,2025-11-23 13:09:45.358734+05:30,27.2,45.0,1.5,80.45,78.15,19.75,80.0,13,23,11,Sunday
2484,Jaipur,2025-11-23 13:09:45.350520+05:30,24.2,44.0,1.1944444444444444,83.55,81.45,26.05,56.0,13,23,11,Sunday
2485,Kolkata,2025-11-23 13:09:45.109327+05:30,28.2,42.0,3.6944444444444446,176.85,174.05,35.75,136.0,13,23,11,Sunday
2486,Lucknow,2025-11-23 13:09:45.326814+05:30,25.0,51.0,2.694444444444444,147.55,145.25,34.75,66.0,13,23,11,Sunday
2487,Mumbai,2025-11-23 13:09:45.082266+05:30,32.2,52.0,2.388888888888889,66.25,66.05,42.55,92.0,13,23,11,Sunday
2488,Patna,2025-11-23 13:09:45.352270+05:30,25.3,51.0,3.1111111111111107,135.45,133.55,25.95,74.0,13,23,11,Sunday
2489,Pune,2025-11-23 13:09:45.296150+05:30,29.0,43.0,2.111111111111111,35.85,35.55,23.35,55.0,13,23,11,Sunday
2490,Surat,2025-11-23 13:09:45.501607+05:30,30.0,37.0,2.611111111111111,81.15,80.05,39.65,37.0,13,23,11,Sunday
2491,Ahmedabad,2025-11-23 14:16:09.077666+05:30,28.3,30.0,2.611111111111111,66.25,64.15,13.85,83.0,14,23,11,Sunday
2492,Bengaluru,2025-11-23 14:16:08.937929+05:30,27.4,66.0,4.805555555555555,6.65,6.45,11.55,56.0,14,23,11,Sunday
2493,Bhopal,2025-11-23 14:16:09.285366+05:30,26.0,37.0,1.1944444444444444,73.45,69.55,6.85,99.0,14,23,11,Sunday
2494,Chennai,2025-11-23 14:16:08.846394+05:30,30.0,79.0,5.305555555555556,6.95,5.15,5.55,71.0,14,23,11,Sunday
2495,Dehradun,2025-11-23 14:16:09.320046+05:30,21.1,42.0,2.611111111111111,38.85,36.55,20.95,67.0,14,23,11,Sunday
2496,Delhi,2025-11-23 14:16:08.849055+05:30,25.1,36.0,1.8888888888888888,186.15,185.25,59.95,74.0,14,23,11,Sunday
2497,Hyderabad,2025-11-23 14:16:08.878586+05:30,28.2,51.0,2.888888888888889,17.15,16.15,9.75,88.0,14,23,11,Sunday
2498,Indore,2025-11-23 14:16:09.147996+05:30,28.3,42.0,1.3055555555555556,71.65,68.85,14.75,102.0,14,23,11,Sunday
2499,Jaipur,2025-11-23 14:16:09.113525+05:30,25.3,39.0,1.0,78.35,76.75,19.65,88.0,14,23,11,Sunday
2500,Kolkata,2025-11-23 14:16:08.875182+05:30,28.3,42.0,3.611111111111111,132.65,129.35,25.15,175.0,14,23,11,Sunday
2501,Lucknow,2025-11-23 14:16:09.124656+05:30,26.0,37.0,2.888888888888889,130.75,127.95,25.35,107.0,14,23,11,Sunday
2502,Mumbai,2025-11-23 14:16:08.889213+05:30,31.4,55.0,2.611111111111111,72.55,72.35,40.95,129.0,14,23,11,Sunday
2503,Patna,2025-11-23 14:16:09.132815+05:30,26.4,45.0,3.1111111111111107,121.95,119.55,19.45,110.0,14,23,11,Sunday
2504,Pune,2025-11-23 14:16:09.073704+05:30,29.4,41.0,1.611111111111111,28.05,27.45,17.65,82.0,14,23,11,Sunday
2505,Surat,2025-11-23 14:16:09.310068+05:30,30.1,38.0,3.305555555555556,81.45,80.25,38.95,59.0,14,23,11,Sunday
2506,Ahmedabad,2025-11-23 15:10:42.812003+05:30,29.4,27.0,2.694444444444444,68.15,65.15,10.15,104.0,15,23,11,Sunday
2507,Bengaluru,2025-11-23 15:10:42.596098+05:30,25.1,74.0,4.194444444444445,7.85,7.05,7.75,71.0,15,23,11,Sunday
2508,Bhopal,2025-11-23 15:10:43.022373+05:30,26.0,37.0,1.1944444444444444,90.45,84.45,4.45,119.0,15,23,11,Sunday
2509,Chennai,2025-11-23 15:10:42.652209+05:30,30.2,79.0,4.611111111111112,7.25,5.35,4.55,73.0,15,23,11,Sunday
2510,Dehradun,2025-11-23 15:10:43.046468+05:30,20.5,44.0,2.305555555555556,45.75,44.05,10.55,120.0,15,23,11,Sunday
2511,Delhi,2025-11-23 15:10:42.620262+05:30,25.0,39.0,2.388888888888889,160.55,159.15,43.35,137.0,15,23,11,Sunday
2512,Hyderabad,2025-11-23 15:10:43.153180+05:30,29.2,52.0,2.611111111111111,23.45,22.05,8.95,117.0,15,23,11,Sunday
2513,Indore,2025-11-23 15:10:42.981085+05:30,28.2,45.0,1.6944444444444442,86.75,81.65,8.15,127.0,15,23,11,Sunday
2514,Jaipur,2025-11-23 15:10:42.833836+05:30,25.2,34.0,1.0,83.75,80.05,12.35,123.0,15,23,11,Sunday
2515,Kolkata,2025-11-23 15:10:42.629964+05:30,28.0,45.0,3.611111111111111,92.85,88.85,13.65,199.0,15,23,11,Sunday
2516,Lucknow,2025-11-23 15:10:42.842107+05:30,26.3,34.0,3.305555555555556,127.05,120.95,13.05,151.0,15,23,11,Sunday
2517,Mumbai,2025-11-23 15:10:42.604933+05:30,31.4,55.0,3.305555555555556,86.25,85.85,33.45,207.0,15,23,11,Sunday
2518,Patna,2025-11-23 15:10:42.848830+05:30,26.3,48.0,3.305555555555556,116.75,111.95,10.15,140.0,15,23,11,Sunday
2519,Pune,2025-11-23 15:10:42.796140+05:30,30.3,38.0,1.0,22.65,21.65,9.85,107.0,15,23,11,Sunday
2520,Surat,2025-11-23 15:10:43.026671+05:30,30.1,38.0,3.611111111111111,80.05,79.05,40.05,78.0,15,23,11,Sunday
2521,Ahmedabad,2025-11-23 16:12:28.874190+05:30,29.2,29.0,2.611111111111111,74.65,70.95,6.65,128.0,16,23,11,Sunday
2522,Bengaluru,2025-11-23 16:12:28.649171+05:30,26.3,70.0,4.0,7.05,6.45,4.85,81.0,16,23,11,Sunday
2523,Bhopal,2025-11-23 16:12:28.964275+05:30,26.2,34.0,1.3888888888888888,87.95,81.45,2.65,138.0,16,23,11,Sunday
2524,Chennai,2025-11-23 16:12:28.643244+05:30,29.3,84.0,4.805555555555555,6.85,5.05,3.75,75.0,16,23,11,Sunday
2525,Dehradun,2025-11-23 16:12:29.042221+05:30,16.8,57.0,1.6944444444444442,42.85,40.45,3.05,160.0,16,23,11,Sunday
2526,Delhi,2025-11-23 16:12:28.613789+05:30,25.2,34.0,2.388888888888889,125.15,123.35,28.95,188.0,16,23,11,Sunday
2527,Hyderabad,2025-11-23 16:12:28.640578+05:30,28.1,55.0,2.611111111111111,22.35,20.85,3.65,132.0,16,23,11,Sunday
2528,Indore,2025-11-23 16:12:28.880549+05:30,27.4,45.0,2.111111111111111,82.15,76.95,3.15,148.0,16,23,11,Sunday
2529,Jaipur,2025-11-23 16:12:28.846223+05:30,25.3,34.0,1.0,83.05,78.65,4.55,154.0,16,23,11,Sunday
2530,Kolkata,2025-11-23 16:12:28.637719+05:30,28.2,45.0,3.305555555555556,72.35,68.35,6.65,225.0,16,23,11,Sunday
2531,Lucknow,2025-11-23 16:12:28.859064+05:30,26.3,32.0,2.611111111111111,106.55,99.85,4.05,187.0,16,23,11,Sunday
2532,Mumbai,2025-11-23 16:12:28.652623+05:30,31.2,52.0,4.805555555555555,84.65,84.25,30.35,244.0,16,23,11,Sunday
2533,Patna,2025-11-23 16:12:28.861642+05:30,26.4,48.0,2.694444444444444,105.65,99.15,4.05,170.0,16,23,11,Sunday
2534,Pune,2025-11-23 16:12:28.791868+05:30,29.8,41.0,1.0,20.95,19.85,3.35,129.0,16,23,11,Sunday
2535,Surat,2025-11-23 16:12:29.046920+05:30,28.7,44.0,4.111111111111112,81.85,80.95,40.75,103.0,16,23,11,Sunday
2536,Ahmedabad,2025-11-23 17:09:08.007972+05:30,28.2,30.0,2.305555555555556,76.05,72.35,4.45,145.0,17,23,11,Sunday
2537,Bengaluru,2025-11-23 17:09:07.812600+05:30,24.4,74.0,3.5,6.35,5.85,3.25,87.0,17,23,11,Sunday
